Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800090,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000021,1
2024,DEC,Office of Field Operations,Southern Border,Laredo Field Office,241200066,1
2023,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230800069,3
2021,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,210100034,1
2022,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,221200027,1
2023,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,230200070,1
2021,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,211000015,2
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300041,1
2024,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240800035,1
2023,DEC,U.S. Border Patrol,Southern Border,Del Rio Sector,231200015,1
2023,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,230800037,1
2021,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,210900075,1
2024,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,240800016,2
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600021,2
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900101,2
2023,MAY,Office of Field Operations,Southern Border,Tucson Field Office,230500107,1
2023,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,230700028,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800026,1
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300042,1
2021,NOV,Office of Field Operations,Southern Border,Tucson Field Office,211100079,1
2021,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,210800075,1
2023,NOV,Office of Field Operations,Southern Border,Tucson Field Office,231100114,4
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800065,1
2021,AUG,Office of Field Operations,Southern Border,San Diego Field Office,210800083,2
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300045,1
2023,MAR,Office of Field Operations,Southern Border,San Diego Field Office,230300136,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300059,1
2022,MAR,Office of Field Operations,Southern Border,El Paso Field Office,220300106,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300052,1
2024,FEB,Office of Field Operations,Southern Border,Laredo Field Office,240200094,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800023,1
2021,JUL,Office of Field Operations,Southern Border,Laredo Field Office,210700068,2
2022,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,220200003,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100069,2
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300049,1
2021,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,210500060,2
2024,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,240200014,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300014,1
2023,SEP,Office of Field Operations,Southern Border,Laredo Field Office,230900086,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500082,1
2023,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,230600070,1
2022,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,220700042,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100042,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000032,1
2022,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,220300057,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900095,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900056,2
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900002,1
2024,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,241000021,1
2022,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220400070,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500063,1
2024,MAR,Office of Field Operations,Southern Border,Laredo Field Office,240300064,1
2021,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,210300063,2
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900053,1
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500001,2
2021,JAN,Office of Field Operations,Southern Border,San Diego Field Office,210100070,3
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100068,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100080,2
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600002,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200037,1
2023,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,230800019,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200025,1
2023,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,230800062,1
2024,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,240100012,1
2023,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230700044,2
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800057,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200053,1
2021,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,210200022,1
2023,APR,U.S. Border Patrol,Southern Border,Tucson Sector,230400080,1
2021,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,210600007,1
2024,JAN,Office of Field Operations,Southern Border,Laredo Field Office,240100063,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800029,1
2022,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,220600031,1
2022,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,220900107,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100054,1
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600026,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500043,2
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200065,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200076,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100093,1
2023,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,230600069,1
2022,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,221000059,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200031,1
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900046,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800086,1
2021,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,210500001,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300004,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100020,1
2023,JAN,Office of Field Operations,Southern Border,Laredo Field Office,230100096,1
2021,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,210800036,1
2023,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230300008,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700089,1
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800033,1
2021,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,210600023,1
2021,NOV,Office of Field Operations,Southern Border,Laredo Field Office,211100072,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400057,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100029,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700081,1
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500039,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700017,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900061,1
2023,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,230700015,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100056,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100031,2
2021,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,210800004,1
2024,NOV,U.S. Border Patrol,Southern Border,Big Bend Sector,241100002,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200089,1
2021,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,210100031,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300044,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100089,1
2024,AUG,U.S. Border Patrol,Coastal/Interior,Special Operations Group,240800047,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300094,2
2023,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,230800034,1
2021,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,210800068,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400053,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500037,2
2024,APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,240400005,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600055,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600037,1
2021,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,211200015,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500024,1
2021,JAN,U.S. Border Patrol,Southern Border,Del Rio Sector,210100017,1
2022,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,221100045,1
2023,DEC,U.S. Border Patrol,Southern Border,Yuma Sector,231200092,1
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600067,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200066,1
2021,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,210700063,1
2021,APR,U.S. Border Patrol,Southern Border,Big Bend Sector,210400064,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100029,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100003,1
2023,APR,U.S. Border Patrol,Southern Border,Yuma Sector,230400090,2
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000066,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900021,1
2022,MAY,Office of Field Operations,Southern Border,San Diego Field Office,220500104,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100061,2
2021,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,211100070,1
2023,NOV,Office of Field Operations,Southern Border,Tucson Field Office,231100115,1
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700003,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400074,1
2021,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,211200021,1
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900062,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300015,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000042,1
2021,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,210100053,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400078,2
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700036,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700065,1
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800076,1
2024,APR,U.S. Border Patrol,Southern Border,Laredo Sector,240400043,1
2021,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,210600071,1
2023,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,230100088,1
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900016,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500041,1
2022,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,220300027,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400011,1
2022,APR,U.S. Border Patrol,Southern Border,Laredo Sector,220400058,1
2022,JAN,Office of Field Operations,Southern Border,Laredo Field Office,220100090,2
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400008,2
2021,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,210900068,1
2024,JAN,Office of Field Operations,Southern Border,Laredo Field Office,240100065,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400014,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700037,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100025,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700056,1
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200025,1
2022,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221200045,1
2023,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,230300139,2
2022,FEB,Office of Field Operations,Southern Border,San Diego Field Office,220200090,1
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100086,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100055,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100063,2
2024,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,241100061,1
2021,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,210800008,1
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200040,2
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700050,1
2021,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,210200047,1
2022,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,220300070,2
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300078,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800023,1
2022,JUL,Office of Field Operations,Southern Border,Laredo Field Office,220700100,1
2023,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,230200055,2
2021,SEP,Office of Field Operations,Southern Border,Laredo Field Office,210900082,1
2024,MAR,Office of Field Operations,Southern Border,Laredo Field Office,240300063,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100078,1
2022,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,220900008,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100073,1
2022,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,220900044,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400072,1
2024,APR,Office of Field Operations,Southern Border,San Diego Field Office,240400080,1
2022,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,220200002,1
2023,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,230200020,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300056,1
2023,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,231200006,2
2023,OCT,Office of Field Operations,Southern Border,Tucson Field Office,231000113,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700072,1
2022,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,220700007,1
2023,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,230600077,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100096,1
2021,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210300042,1
2023,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230700045,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900013,1
2022,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220500037,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800075,1
2023,APR,U.S. Border Patrol,Southern Border,El Centro Sector,230400025,2
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100103,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400095,1
2023,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,230700064,1
2023,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230400004,1
2022,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,220900003,1
2021,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,210100030,1
2024,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,241200015,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800054,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700070,1
2024,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,240800070,2
2023,APR,U.S. Border Patrol,Southern Border,Laredo Sector,230400056,1
2021,APR,U.S. Border Patrol,Southern Border,Laredo Sector,210400036,1
2021,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,210900072,1
2021,MAR,Office of Field Operations,Southern Border,Laredo Field Office,210300071,4
2022,APR,Office of Field Operations,Southern Border,El Paso Field Office,220400107,1
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700069,1
2021,APR,U.S. Border Patrol,Southern Border,San Diego Sector,210400058,1
2022,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,221200055,3
2021,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,210100021,1
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300076,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900061,1
2023,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,230800057,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100009,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900016,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900001,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500038,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400048,1
2021,MAR,Office of Field Operations,Northern Border,Buffalo Field Office,210300069,2
2022,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,220600019,2
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700088,1
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900002,1
